const short level2_map0[150][10] = {
{ 1, 2, 0, 0, 0, 0, 0, 16, 0, 0 },
{ 12, 13, 4, 5, 8, 9, 0, 0, 0, 0 },
{ 14, 15, 6, 7, 10, 11, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 1, 2, 0 },
{ 0, 0, 0, 0, 0, 16, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 16, 0, 0, 0 },
{ 0, 17, 18, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 19, 20, 0, 0, 0, 17, 18, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 19, 20, 21, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 22, 23, 0 },
{ 16, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 16, 0, 0 },
{ 0, 0, 0, 0, 0, 1, 2, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 1, 2, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 12, 13, 4 },
{ 0, 0, 0, 0, 0, 0, 0, 14, 15, 6 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 20, 21, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 22, 23, 0, 0, 0, 0, 0, 1, 2, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 1, 2, 0, 0, 0, 0, 17, 18 },
{ 0, 0, 0, 0, 0, 0, 16, 0, 19, 20 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 17, 18, 0, 0, 0, 0, 0, 12, 13 },
{ 0, 19, 20, 0, 0, 0, 0, 0, 14, 15 },
{ 0, 0, 0, 0, 20, 21, 0, 0, 0, 17 },
{ 0, 0, 0, 0, 22, 23, 0, 0, 0, 19 },
{ 0, 0, 16, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 1, 2, 0, 0, 16, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 },
{ 20, 21, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 22, 23, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 16, 0, 0, 0, 0, 12, 13, 4 },
{ 0, 0, 0, 0, 0, 0, 0, 14, 15, 6 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 17, 18, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 19, 20, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 17, 18, 0, 0, 0, 0, 0, 20, 21, 0 },
{ 19, 20, 21, 0, 0, 0, 0, 22, 23, 0 },
{ 0, 22, 23, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 1, 2, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 12, 13, 4, 5 },
{ 0, 0, 0, 0, 0, 0, 14, 15, 6, 7 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 17, 18, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 19, 20, 21, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 22, 23, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 1, 2, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 20, 21, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 22, 23, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 12, 13, 4, 5, 8, 9, 0, 0, 0 },
{ 0, 14, 15, 6, 7, 10, 11, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 20, 21, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 22, 23, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 17, 18, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 19, 20, 21, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 22, 23, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 1, 2, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 12, 13, 4, 5 },
{ 0, 0, 0, 0, 0, 0, 14, 15, 6, 7 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 17, 18, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 19, 20, 21 },
{ 0, 0, 0, 0, 0, 0, 1, 2, 22, 23 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 1, 2, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 },
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 }
};

const unsigned short level2_cmap[256] = {
0x0000, 0x0720, 0x580E, 0x013E, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x1400, 0x01C6, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x1906, 0x01C7, 0x0000, 0x0000, 0x0000, 0x0000,
0x38C1, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x2130,
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0EC0, 0x000E, 0x0000,
0x0000, 0x0000, 0x5000, 0x013E, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x7C00, 0x0137, 0x0000, 0x0000, 0x0000, 0x0000,
0x27C1, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000,
0x388A, 0x0000, 0x0000, 0x0000, 0x0000, 0x78A0, 0x0009, 0x0000,
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x1AA0, 0x000E, 0x0000,
0x0000, 0x0000, 0x0000, 0x0000, 0x2600, 0x0008, 0x0000, 0x0000,
0x0000, 0x0000, 0x5C00, 0x01C4, 0x0000, 0x0000, 0x0000, 0x0000,
0x27C3, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000,
0x388D, 0x0000, 0x0000, 0x0000, 0x0000, 0x7B40, 0x0009, 0x0000,
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x1000, 0x000E, 0x0000,
0x0000, 0x0000, 0x6800, 0x013E, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x2000, 0x01C5, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x4000, 0x0108, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000,
0x3883, 0x0000, 0x0000, 0x0000, 0x0000, 0x7A80, 0x0009, 0x0000,
0x3919, 0x0000, 0x0000, 0x0000, 0x0000, 0x1240, 0x000E, 0x0000,
0x0000, 0x0000, 0x7400, 0x013E, 0x0000, 0x1DC0, 0x000E, 0x0000,
0x0000, 0x0000, 0x1400, 0x01C4, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x0103, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000,
0x387F, 0x0000, 0x0000, 0x0000, 0x0000, 0x7A60, 0x0009, 0x0000,
0x38E8, 0x0000, 0x0000, 0x0000, 0x0000, 0x0F60, 0x000E, 0x0000,
0x0000, 0x0000, 0x5C00, 0x013E, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x4C00, 0x01C3, 0x0000, 0x0000, 0x0000, 0x0000,
0x27DF, 0x0000, 0x5400, 0x01C8, 0x0000, 0x0000, 0x0000, 0x0000,
0x2767, 0x0000, 0x0000, 0x0000, 0x0000, 0x7B00, 0x0009, 0x0000,
0x38E4, 0x0000, 0x0000, 0x0000, 0x0000, 0x1380, 0x000E, 0x0000,
0x0000, 0x0000, 0x3000, 0x013E, 0x0000, 0x0000, 0x0000, 0x0000,
0x0000, 0x0000, 0x4400, 0x01C5, 0x0000, 0x0000, 0x0000, 0x7FFF
};

